stationName;KISID;typeStation;lat;lon;altitude;startDate;endDate;locationCode
Eindhoven locatie obs22t;370_T_obs22t;Temperatuurwaarnemingen;51.449722;5.376944;22.6;20060101;99991231;obs22t;
Eindhoven locatie obs28t;370_R_obs28t;Neerslagwaarnemingen;51.449722;5.376944;22.6;20050421;99991231;obs28t;
Eindhoven locatie obs28t;370_T_obs28t;Temperatuurwaarnemingen;51.449722;5.376944;22.6;20060101;99991231;obs28t;
Eindhoven vliegbasis;919_N;Neerslagstation (8-8);51.459306;5.342639;20.5;19710101;99991231;
Ekofisk;552_D;diversen noordzee, EKOFISK;56.546944;3.213056;9999;19510101;19871026;
Ekofisk;552_H;hoofd station/AWS/SHIP, EKOFISK;56.546944;3.213056;9999;19800101;19901231;
Ekofisk (1);1400_1;radiosonde TEMPA Ekofisk;52.1;5.183333;20;17000101;99991231;
Ekofisk (2);1400_2;radiosonde TEMPB Ekofisk;52.1;5.183333;20;17000101;99991231;
Ekofisk (3);1400_3;radiosonde TEMPC Ekofisk;52.1;5.183333;20;17000101;99991231;
Ekofisk(4);1400_4;radiosonde TEMPD Ekofisk;52.1;5.183333;20;17000101;99991231;
Elburg;350_N;Neerslagstation (8-8);52.441417;5.825083;.2;19510101;99991231;
Ell;377_V;AWS;51.196667;5.7625;30;20021119;99991231;
Ell;377_H;AWS;51.196667;5.7625;30;19990501;99991231;
Ell;377_A_a;Luchtdruk- en weerwaarnemingen;51.196667;5.7625;30;20020101;99991231;a;
Ell;377_R_a;Neerslagwaarnemingen;51.196667;5.7625;30;20020101;99991231;a;
Ell;377_S_a;Straling/zonneschijn;51.196667;5.7625;30;20020101;99991231;a;
Ell;377_T_a;Temperatuurwaarnemingen;51.196667;5.7625;30;20020101;99991231;a;
Ell;377_W_a;Windwaarnemingen;51.196667;5.7625;30;20020101;99991231;a;
Ell;377_C_a;Wolkenwaarnemingen;51.196667;5.7625;30;20020101;99991231;a;
Elspeet;570_N;Neerslagstation (8-8);52.296944;5.781917;28.54;19510101;99991231;
Elst (Utrecht);530_N;Neerslagstation (8-8);51.916667;5.866667;9999;19970110;17000101;
Emden;10200_G;Grensstation;53.383333;7.233333;9999;19930101;20130501;
Emden (1);10200_1;radiosonde TEMPA Emden;52.1;5.183333;20;17000101;99991231;
Emden (2);10200_2;radiosonde TEMPB Emden;52.1;5.183333;20;17000101;99991231;
Emden (3);10200_3;radiosonde TEMPC Emden;52.1;5.183333;20;17000101;99991231;
Emden (4);10200_4;radiosonde TEMPD Emden;52.1;5.183333;20;17000101;99991231;
Emmeloord;348_N;Neerslagstation (8-8);52.702306;5.766528;-3;19510101;99991231;
Emmeloord;129_H;Termijnstation;52.712222;5.779722;-37;19710101;19901231;
Emmen;34_H;hoofd station/AWS/SHIP EMMEN;52.784722;6.886667;241;19710101;19901231;
Emmen;333_N;Neerslagstation (8-8);52.783472;6.8745;19.19;19510101;99991231;
Enkhuizen;221_N;Neerslagstation (8-8);52.707667;5.284639;-1.2;19510101;99991231;
Enschede;665_N;Neerslagstation (8-8);52.195444;6.925306;54.5;19510101;99991231;
Enter;655_N;Neerslagstation (8-8);52.288611;6.582222;9999;19970110;17000101;
Epe;514_N;Neerslagstation (8-8);52.3455;5.993583;11.45;19660101;99991231;
Epen;168_H;Termijnstation;50.763889;5.906111;1550;19800101;19911231;
Epen;130_H;Termijnstation;0;0;9999;19710101;19801231;
Epen (nieuw) (L);980_N;Neerslagstation (8-8);50.762806;5.905306;153.94;19800801;99991231;
Epen (oud) L;975_N;Neerslagstation (8-8);50.783333;5.9;9999;19510101;19800730;
Ermelo;581_N;Neerslagstation (8-8);52.283333;5.633333;9999;19510101;19701231;
Esbeek;831_N;Neerslagstation (8-8);51.456194;5.127528;22.53;19510101;99991231;
Espel;322_N;Neerslagstation (8-8);0;0;-40;19510101;19521231;
Essen;10410_G;Grensstation;51.4;6.97;1540;19931220;20130501;
Essen (1);10410_1;radiosonde TEMPA Essen;52.1;5.183333;20;17000101;99991231;
Essen (2);10410_2;radiosonde TEMPB Essen;52.1;5.183333;20;17000101;99991231;
Essen (3);10410_3;radiosonde TEMPC Essen;52.1;5.183333;20;17000101;99991231;
Essen (4);10410_4;radiosonde TEMPD Essen;52.1;5.183333;20;17000101;99991231;
Europlatform;553_D;diversen noordzee, EUROPLATFORM;51.998611;3.276389;9999;19800101;19960702;
Europlatform;321_H;Gaswinning;51.997778;3.275;19;19960630;99991231;
Europlatform;321_D;Golvenwaarnemingen;51.997778;3.275;19;19960630;99991231;
Europlatform;321_D_0;Golvenwaarnemingen;51.997778;3.275;19;20161115;99991231;
Europlatform;553_H;hoofd station/AWS/SHIP, EUROPLATFORM;51.998611;3.276389;9999;19800101;19960702;
Europlatform locatie 0;321_A_0;Luchtdruk- en weerwaarnemingen;51.997778;3.275;19;20020101;99991231;0;
Europlatform locatie 0;321_T_0;Temperatuurwaarnemingen;51.997778;3.275;19;20020101;99991231;0;
Europlatform locatie 0;321_W_0;Windwaarnemingen;51.997778;3.275;19;20020101;99991231;0;
Europlatform locatie 1;321_A_1;Luchtdruk- en weerwaarnemingen;51.997778;3.275;19;20020101;99991231;1;
Europlatform locatie 1;321_T_1;Temperatuurwaarnemingen;51.997778;3.275;19;20020101;99991231;1;
Europlatform locatie 1;321_W_1;Windwaarnemingen;51.997778;3.275;19;20020101;99991231;1;
Europlatform locatie 2;321_A_2;Luchtdruk- en weerwaarnemingen;51.997778;3.275;19;20020101;99991231;2;
Europlatform locatie 2;321_W_2;Windwaarnemingen;51.997778;3.275;19;20020101;99991231;2;
Europlatform, locatie 2;321_T_2;Temperatuurwaarnemingen;51.997778;3.275;19;20020101;99991231;2;
Ezinge;136_N;Neerslagstation (8-8);53.288306;6.447417;-.6;19920101;99991231;
Ezumazijl;84_N;Neerslagstation (8-8);53.359083;6.148528;.1;19510101;99991231;
F3 (A - a);239_A_a;weer algemeen 10 min wrn F3 - a;54.853889;4.696111;50.6;20020101;99991231;a;
F3 (A - FD);239_A_FD;weer algemeen 10 min wrn F3 - FD;54.853889;4.696111;50.6;20100126;20110928;FD;
F3 (C - a);239_C_a;bewolking 10 min wrn F3 - a;54.853889;4.696111;50.6;20020101;99991231;a;
F3 (T - a);239_T_a;temperatuur 10 min wrn F3 - a;54.853889;4.696111;50.6;20020101;99991231;a;
F3 (T - b);239_T_b;temperatuur 10 min wrn F3 - b;54.853889;4.696111;50.6;20020101;99991231;b;
F3 (T - c);239_T_c;temperatuur 10 min wrn F3 - c;54.853889;4.696111;50.6;20020101;99991231;c;
F3 (W - a);239_W_a;wind 10 min wrn F3 - a;54.853889;4.696111;50.6;20020101;99991231;a;
F3 (W - FD);239_W_FD;wind 10 min wrn F3 - FD;54.853889;4.696111;50.6;20100126;99991231;FD;
F3-FB-1 platform;239_V;AWS platform;54.853889;4.696111;50.6;20030101;99991231;
F3-FB-1 platform;239_H;Boorplatform;54.853889;4.696111;50.6;19940101;99991231;
Finsterwolde;143_N;Neerslagstation (8-8);53.206417;7.100389;2;19510101;99991231;
FLITS;FLITS_H;Bliksemontladingen;52.100833;5.1775;20;19010101;99991231;
Formerum;26_N;Neerslagstation (8-8);53.389861;5.303889;1.8;19610101;99991231;
Formerum;169_H;Termijnstation;53.391944;5.304167;4;19851014;19911231;
Franeker;72_N;Neerslagstation (8-8);53.185833;5.524444;4;19510101;19860328;
Frederiksoord;326_N;Neerslagstation (8-8);52.855167;6.173694;36;19510101;99991231;
Geldermalsen;584_N;Neerslagstation (8-8);51.873722;5.272556;2.8;19510101;99991231;
Geldermalsen;409_Z;Zonneschijn;51.880556;5.269722;25;19510101;19920930;
Gemert;33_H;hoofd station/AWS/SHIP GEMERT;51.548889;5.6775;132;19710101;19901231;
Gemert;899_N;Neerslagstation (8-8);51.550361;5.681444;15;19510101;99991231;
Gemert;33_Z;Zonneschijn;0;0;9999;19930210;19931210;
Gendringen;673_N;Neerslagstation (8-8);51.867583;6.366472;15.4;19510101;99991231;
Gent;6431_G;Grensstation;51.183333;3.83;9999;19510101;20130501;
Giersbergen;892_N;Neerslagstation (8-8);51.657361;5.149583;6.6;19931101;99991231;
Gieterveen;152_N;Neerslagstation (8-8);53.030778;6.839194;3.8;19510101;99991231;
Giethoorn;338_N;Neerslagstation (8-8);52.722056;6.064278;-.12;19510101;99991231;
Gilze-Rijen;350_H;AWS;51.565;4.935278;14.9;19510101;99991231;
Gilze-Rijen;350_V;AWS;51.565;4.935278;14.9;19510101;99991231;
Gilze-Rijen;843_N;Neerslagstation (8-8);51.556528;4.925056;14.3;19510101;99991231;
Gilze-Rijen backup;99350_H;AWS;51.565;4.935278;14.9;20170501;99991231;
Gilze-Rijen locatie 10t;350_R_a;Neerslagwaarnemingen;51.565;4.935278;14.9;20020101;99991231;a;
Gilze-Rijen locatie 10t;350_W_10t;Windwaarnemingen;51.565;4.935278;14.9;20041110;99991231;10t;
Gilze-Rijen locatie 28t;350_A_28t;Luchtdruk- en weerwaarnemingen;51.565;4.935278;14.9;20091201;99991231;28t;
Gilze-Rijen locatie 28t;350_S_obs28t;Straling/zonneschijn;51.565;4.935278;14.9;20050421;99991231;obs28t;
Gilze-Rijen locatie 28t;350_T_28t;Temperatuurwaarnemingen;51.565;4.935278;14.9;20060101;99991231;28t;
Gilze-Rijen locatie 28t;350_W_28t;Windwaarnemingen;51.565;4.935278;14.9;20041110;99991231;28t;
Gilze-Rijen locatie A;350_A_a;Luchtdruk- en weerwaarnemingen;51.565;4.935278;14.9;20020101;99991231;a;
Gilze-Rijen locatie A;350_S_a;Straling/zonneschijn;51.565;4.935278;14.9;20020101;99991231;a;
Gilze-Rijen locatie A;350_T_a;Temperatuurwaarnemingen;51.565;4.935278;14.9;20020101;99991231;a;
Gilze-Rijen locatie A;350_W_a;Windwaarnemingen;51.565;4.935278;14.9;20020101;99991231;a;
Gilze-Rijen locatie A;350_C_a;Wolkenwaarnemingen;51.565;4.935278;14.9;20020101;99991231;a;
Gilze-Rijen locatie obs10t;350_A_obs10t;Luchtdruk- en weerwaarnemingen;51.565;4.935278;14.9;20091201;99991231;
Gilze-Rijen locatie obs10t;350_T_obs10t;Temperatuurwaarnemingen;51.565;4.935278;14.9;20060101;99991231;obs10t;
Gilze-Rijen locatie obs10t;350_W_obs10t;Windwaarnemingen;51.565;4.935278;14.9;20041110;99991231;obs10t;
Gilze-Rijen locatie obs28t;350_A_obs28t;Luchtdruk- en weerwaarnemingen;51.565;4.935278;14.9;20091201;99991231;obs28t;
Gilze-Rijen locatie obs28t;350_T_obs28t;Temperatuurwaarnemingen;51.565;4.935278;14.9;20060101;99991231;obs28t;
Ginneken;838_N;Neerslagstation (8-8);51.550028;4.733667;5.8;19510101;99991231;
Goedereede;446_N;Neerslagstation (8-8);51.818528;3.972389;.63;19510101;99991231;
Goes;706_N;Neerslagstation (8-8);51.512778;3.885;9999;19970110;17000101;
Gorinchem;836_N;Neerslagstation (8-8);51.844194;4.984;.9;19510101;99991231;
Gorredijk;82_N;Neerslagstation (8-8);53.010972;6.034694;-.7;19510101;99991231;
Gouda;443_N;Neerslagstation (8-8);52.006111;4.726583;-1.8;19510101;99991231;
Gravenzande 'S;411_N;Neerslagstation (8-8);52.015833;4.158056;9999;19970110;17000101;
Groede;739_N;Neerslagstation (8-8);0;0;15;19510101;19771213;
Groningen;139_N;Neerslagstation (8-8);53.183083;6.585056;1.96;18470101;99991231;
Groot Ammers;434_N;Neerslagstation (8-8);51.929083;4.832833;-.6;19510101;99991231;
Haamstede;35_H;hoofd station/AWS/SHIP, Haamstede;0;0;9999;19710101;19761231;
Haamstede;752_N;Neerslagstation (8-8);51.675694;3.711611;4.34;19510101;99991231;
Haamstede (vuurtoren);734_N;Neerslagstation (8-8);51.7;3.7;9999;19510101;19551020;
Hallum FR;53_N;Neerslagstation (8-8);0;0;10;19970110;19981231;
Hamersveld;582_N;Neerslagstation (8-8);52.146778;5.440111;2.2;19510101;99991231;
Hannover (1);10338_1;radiosonde TEMPA Hannover;52.1;5.183333;20;17000101;99991231;
Hannover (2);10338_2;radiosonde TEMPB Hannover;52.1;5.183333;20;17000101;99991231;
Hannover (3);10338_3;radiosonde TEMPC Hannover;52.1;5.183333;20;17000101;99991231;
Hannover (4);10338_4;radiosonde TEMPD Hannover;52.1;5.183333;20;17000101;99991231;
Hansweert;315_H;Windmeetpaal;51.445833;3.9975;0;19970131;99991231;
Hansweert;315_W_a;Windwaarnemingen;51.445833;3.9975;0;20020101;99991231;a;
Harderwijk;516_N;Neerslagstation (8-8);52.382972;5.579528;-3.2;19560101;99991231;
Harderwijk;420_Z;Zonneschijn;52.378889;5.569722;10;19510101;19920930;
Harlingen;66_N;Neerslagstation (8-8);53.179139;5.420444;3.1;19510101;99991231;
Harreveld;671_N;Neerslagstation (8-8);0;0;201;19510101;19540930;
Harskamp;571_N;Neerslagstation (8-8);52.151167;5.730194;22.48;19510101;99991231;
Hatert;568_N;Neerslagstation (8-8);51.8;5.833333;9999;19510101;19691130;
Hattem;302_N;Neerslagstation (8-8);52.45;6.066667;9999;19970110;17000101;
Heeg;79_N;Neerslagstation (8-8);52.971139;5.606472;-10;19510101;99991231;
Heel;423_Z;Zonneschijn;51.175833;5.919444;-10;19510101;19920930;
Heemstede;435_N;Neerslagstation (8-8);52.333361;4.654722;-4.5;19320101;99991231;
Heerde;328_N;Neerslagstation (8-8);52.400153;6.034483;12;18920901;99991231;
Heerenberg 'S;660_N;Neerslagstation (8-8);51.879722;6.241667;9999;19970110;17000101;
Heerenveen;46_N;Neerslagstation (8-8);0;0;-13;19970110;19981231;
Heibloem;967_N;Neerslagstation (8-8);51.29925;5.896028;30.43;19510101;99991231;
Heiloo;217_N;Neerslagstation (8-8);52.591611;4.732639;-.29;19710101;99991231;
Heinkenszand;769_N;Neerslagstation (8-8);51.469444;3.807222;9999;19610110;19740102;
Heinkenszand;16_H;Termijnstation;0;0;9999;19710101;19731231;
Heino;278_H;AWS;52.434444;6.258889;3.6;19891013;99991231;
Heino;340_N;Neerslagstation (8-8);52.438861;6.260806;4;19510101;99991231;
Heino;278_R_a;Neerslagwaarnemingen;52.434444;6.258889;3.6;20020101;99991231;a;
Heino;278_S_a;Straling/zonneschijn;52.434444;6.258889;3.6;20020101;99991231;a;
Heino;278_T_a;Temperatuurwaarnemingen;52.434444;6.258889;3.6;20020101;99991231;a;
Heino;278_W_a;Windwaarnemingen;52.434444;6.258889;3.6;20020101;99991231;a;
Helenaveen;881_N;Neerslagstation (8-8);51.393611;5.906389;9999;19970110;17000101;
Hellendoorn;672_N;Neerslagstation (8-8);52.388139;6.450306;10;19510101;99991231;
Hellevoetsluis;412_N;Neerslagstation (8-8);51.830278;4.118056;9999;19610101;17000101;
Hellevoetsluis;108_H;Termijnstation;0;0;9999;19710101;19751231;
Helmond;896_N;Neerslagstation (8-8);51.461694;5.597417;17.82;18690101;99991231;
Hemsby (1);3496_1;radiosonde TEMPA Hemsby;52.1;5.183333;20;17000101;99991231;
Hemsby (2);3496_2;radiosonde TEMPB Hemsby;52.1;5.183333;20;17000101;99991231;
Hemsby (3);3496_3;radiosonde TEMPC Hemsby;52.1;5.183333;20;17000101;99991231;
Hemsby (4);3496_4;radiosonde TEMPD Hemsby;52.1;5.183333;20;17000101;99991231;
Hendrik Ido Ambacht;482_N;Neerslagstation (8-8);51.831111;4.633083;-3.9;20040331;99991231;
Hengelo;645_N;Neerslagstation (8-8);52.068833;6.302389;10.7;19930901;99991231;
Hengelo (O);668_N;Neerslagstation (8-8);52.267361;6.760528;15.4;19510101;99991231;
Herbayum;78_N;Neerslagstation (8-8);53.182806;5.509306;-.6;19610101;99991231;
Herwen;679_N;Neerslagstation (8-8);51.880306;6.101028;12.7;19510101;99991231;
Herwijnen;356_H;AWS;51.857778;5.145278;.7;19890926;99991231;
Herwijnen;356_V;AWS;51.857778;5.145278;.7;20090424;99991231;
Herwijnen;604_H;hoofd station/AWS/SHIP, HERWIJNEN;52.434444;6.262222;14;19801103;19901231;
Herwijnen;356_A_a;Luchtdruk- en weerwaarnemingen;51.857778;5.145278;.7;17000101;99991231;
Herwijnen;830_N;Neerslagstation (8-8);51.825389;5.136472;1.1;19510101;99991231;
Herwijnen;356_R_a;Neerslagwaarnemingen;51.857778;5.145278;.7;20020101;99991231;a;
Herwijnen;356_S_a;Straling/zonneschijn;51.857778;5.145278;.7;20020101;99991231;a;
Herwijnen;356_T_a;Temperatuurwaarnemingen;51.857778;5.145278;.7;20020101;99991231;a;
Herwijnen;356_W_a;Windwaarnemingen;51.857778;5.145278;.7;20020101;99991231;a;
Herwijnen;356_C_a;Wolkenwaarnemingen;51.857778;5.145278;.7;17000101;99991231;a;
Heumen;569_N;Neerslagstation (8-8);51.767333;5.840806;10.3;19690101;99991231;
Heusden;814_N;Neerslagstation (8-8);51.736944;5.145833;9999;18710501;19411231;
Hien;574_N;Neerslagstation (8-8);0;0;64;19510101;19530930;
Hilversum;586_N;Neerslagstation (8-8);52.215556;5.150278;9999;19510101;19860509;
Hilversum-oost;585_N;Neerslagstation (8-8);0;0;35;19510101;19531231;
Hoek van Holland;330_H;AWS;51.991111;4.121667;11.9;19710101;99991231;
Hoek van Holland;330_V;AWS;51.991111;4.121667;11.9;19710101;20021120;
Hoek van Holland;330_A_a;Luchtdruk- en weerwaarnemingen;51.991111;4.121667;11.9;20020101;99991231;a;
Hoek van Holland;478_N;Neerslagstation (8-8);51.993056;4.122222;125;19930101;19960301;
Hoek van Holland;477_N;Neerslagstation (8-8);51.985194;4.149083;1;19960301;99991231;
Hoek van Holland;330_R_a;Neerslagwaarnemingen;51.991111;4.121667;11.9;20020101;99991231;a;
Hoek van Holland;330_S_a;Straling/zonneschijn;51.991111;4.121667;11.9;20020101;99991231;a;
Hoek van Holland;330_T_a;Temperatuurwaarnemingen;51.991111;4.121667;11.9;20020101;99991231;a;
Hoek van Holland;330_W_a;Windwaarnemingen;51.991111;4.121667;11.9;20020101;99991231;a;
Hoek van Holland (Molenpad);39_H;hoofd station/AWS/SHIP H. VAN HOLLAND(MOLENPAD);51.988056;4.155833;9999;19770101;19870331;
Hoenderloo;553_N;Neerslagstation (8-8);52.1;5.9;9999;19510101;19530131;
Hollum;10_N;Neerslagstation (8-8);53.437917;5.638944;1.4;19510101;99991231;
Holten;687_N;Neerslagstation (8-8);52.309833;6.461611;21.6;19950501;99991231;
Holtum;960_N;Neerslagstation (8-8);51.053333;5.822778;9999;19970110;17000101;
Holwerd;62_N;Neerslagstation (8-8);0;0;15;19510101;19520331;
Honselersdijk;480_N;Neerslagstation (8-8);52.002028;4.245056;.2;20000501;99991231;
Hoofddorp;438_N;Neerslagstation (8-8);52.287111;4.664972;-4.3;18670101;99991231;
Hoofdplaat;311_H;Windmeetpaal;51.377778;3.672222;0;19970131;20160201;
Hoofdplaat;311_W_a;Windwaarnemingen;51.377778;3.672222;0;20020101;99991231;a;
Hoogerheide;839_N;Neerslagstation (8-8);51.427639;4.289944;1.17;19510101;99991231;
Hoogeveen;279_H;AWS;52.748889;6.573056;15.8;19890926;99991231;
Hoogeveen;279_V;AWS;52.748889;6.573056;15.8;19890926;99991231;
Hoogeveen;615_H;hoofd station/AWS/SHIP, HOOGEVEEN;52.273889;4.296111;120;19801103;19901231;
Hoogeveen;279_A_a;Luchtdruk- en weerwaarnemingen;52.748889;6.573056;15.8;20020101;99991231;a;
Hoogeveen;332_N;Neerslagstation (8-8);52.712556;6.467528;11.31;19510101;99991231;
Hoogeveen;279_R_a;Neerslagwaarnemingen;52.748889;6.573056;15.8;20020101;99991231;a;
Hoogeveen;279_S_a;Straling/zonneschijn;52.748889;6.573056;15.8;20020101;99991231;a;
Hoogeveen;279_T_a;Temperatuurwaarnemingen;52.748889;6.573056;15.8;20020101;99991231;a;
Hoogeveen;279_W_a;Windwaarnemingen;52.748889;6.573056;15.8;20020101;99991231;a;
Hoogeveen;279_C_a;Wolkenwaarnemingen;52.748889;6.573056;15.8;20020101;99991231;a;
Hoogkarspel;249_N;Neerslagstation (8-8);52.685319;5.160486;-.67;19520501;99991231;
Hoogwoud;257_N;Neerslagstation (8-8);52.725833;4.960833;-1;19950601;99991231;
Hoorn (NH);244_H;hoofd station/AWS/SHIP HOORN (NH);52.649722;5.044444;9999;19900618;19990303;
Hoorn NH;29_H;hoofd station/AWS/SHIP HOORN (NH);52.649722;5.044444;9999;19710101;19910401;
Hoorn NH;222_N;Neerslagstation (8-8);52.654278;5.020417;-3.1;18830501;99991231;
Hoorn Terschelling;251_V;AWS;53.391111;5.345833;.7;20021119;20140106;
Hoorn Terschelling;251_H;AWS;53.391111;5.345833;.7;19940526;99991231;
Hoorn Terschelling;251_A_a;Luchtdruk- en weerwaarnemingen;53.391111;5.345833;.7;20020101;99991231;a;
Hoorn Terschelling;13_N;Neerslagstation (8-8);53.3975;5.341667;-10;19521201;19860102;
Hoorn Terschelling;251_R_a;Neerslagwaarnemingen;53.391111;5.345833;.7;20020101;99991231;a;
Hoorn Terschelling;251_S_a;Straling/zonneschijn;53.391111;5.345833;.7;20020101;99991231;a;
Hoorn Terschelling;251_T_a;Temperatuurwaarnemingen;53.391111;5.345833;.7;20020101;99991231;a;
Hoorn Terschelling;133_H;Termijnstation;53.3975;5.341667;-10;19710101;19851231;
Hoorn Terschelling;251_W_a;Windwaarnemingen;53.391111;5.345833;.7;20020101;99991231;a;
Hoorn Terschelling;251_C_a;Wolkenwaarnemingen;53.391111;5.345833;.7;20020101;99991231;a;
Houtrib;268_H;hoofd station/AWS/SHIP HOUTRIB;52.531389;5.436389;9999;19770101;19950117;
Houtrib;268_V;visuele waarnemingen Houtrib;52.531389;5.436389;9999;19770101;19950117;
Houtribdijk;258_H;hoofd station/AWS/SHIP/HOUTRIBDIJK;52.648056;5.400556;7.3;20060201;99991231;
Houtribdijk;258_W_a;Windwaarnemingen;52.648056;5.400556;7.3;20030101;99991231;a;
Huibertgat;285_H;Windmeetpaal;53.573889;6.398333;0;19810101;99991231;
Huibertgat;285_W_a;Windwaarnemingen;53.573889;6.398333;0;20020101;99991231;a;
Huizen;594_N;Neerslagstation (8-8);52.301389;5.226667;55;19950101;19961101;
Hulshorst;564_N;Neerslagstation (8-8);52.355322;5.704917;4.3;19510101;99991231;
Hupsel;283_H;AWS;52.067778;6.656667;29.1;19891016;99991231;
Hupsel;688_N;Neerslagstation (8-8);52.067222;6.639417;26.53;19950601;99991231;
Hupsel;283_R_a;Neerslagwaarnemingen;52.067778;6.656667;29.1;20020101;99991231;a;
Hupsel;283_S_a;Straling/zonneschijn;52.067778;6.656667;29.1;20020101;99991231;a;
Hupsel;283_T_a;Temperatuurwaarnemingen;52.067778;6.656667;29.1;20020101;99991231;a;
Hupsel;283_W_a;Windwaarnemingen;52.067778;6.656667;29.1;20020101;99991231;a;
HUPSEL (T - b);283_T_b;temperatuur 10 min wrn HUPSEL - b;52.067778;6.656667;29.1;20130412;99991231;b;
Hupsel locatie sw;283_T_sw;Temperatuurwaarnemingen;52.067778;6.656667;29.1;20091201;20111231;sw;
Hupsel locatie sw;283_W_sw;Windwaarnemingen;52.067778;6.656667;29.1;20090629;20111231;sw;
IJmond;209_H;Windmeetpaal;52.463611;4.5175;0;20010130;99991231;
IJmond;209_W_1;Windwaarnemingen;52.463611;4.5175;0;20020101;99991231;1;
IJmuiden;225_V;visuele waarnemingen IJMUIDEN;52.462222;4.555;4.4;19710101;20021120;
IJmuiden;225_H;Windmeetpaal;52.462222;4.555;4.4;19710101;99991231;
IJmuiden;422_Z;Zonneschijn;52.463333;4.583333;44;19510101;19920930;
IJmuiden locatie A;225_W_a;Windwaarnemingen;52.462222;4.555;4.4;20020101;99991231;a;
IJmuiden locatie sw;225_T_sw;Temperatuurwaarnemingen;52.462222;4.555;4.4;20091201;20111231;sw;
IJmuiden locatie sw;225_W_sw;Windwaarnemingen;52.462222;4.555;4.4;20090819;20111231;sw;
IJsselmonde;451_N;Neerslagstation (8-8);51.894556;4.550556;-1.2;19320101;20090430;
IJsselmuiden;335_N;Neerslagstation (8-8);52.572892;5.954075;-2.4;19510101;99991231;
IJsselsteyn (L);913_N;Neerslagstation (8-8);51.489944;5.889306;30.5;19510101;99991231;
IJzendijke;709_N;Neerslagstation (8-8);51.331944;3.615278;9999;19970110;17000101;
Jever;10122_G;Grensstation;53.533333;7.883333;9999;19930101;20130501;
Joure;28_H;hoofd station/AWS/SHIP JOURE;52.961111;5.82;-4;19710101;19910401;
Joure;81_N;Neerslagstation (8-8);52.96625;5.822972;.8;19510101;99991231;
K13;550_H;hoofd station/AWS/SHIP, K13;53.218333;3.22;9999;19800101;19960702;
K13 platform;252_H;Gaswinning;53.217778;3.220278;37.7;19960630;99991231;
Kaap Hoofd;165_H;Termijnstation;0;0;9999;19720801;19771231;
Kampen;287_N;Neerslagstation (8-8);52.578611;5.858333;9999;17000101;17000101;
Kamper Nieuwstad;355_N;Neerslagstation (8-8);0;0;28;19520301;19581231;
Kapelle;735_N;Neerslagstation (8-8);51.482194;3.949444;3.31;19510101;99991231;
Kapellebrug;767_N;Neerslagstation (8-8);51.25425;4.042389;2.53;19580101;99991231;
Kapellebrug;159_H;Termijnstation;51.251111;4.056944;24;19730101;19911231;
Katwijk Aan Den Rijn;444_N;Neerslagstation (8-8);52.187194;4.410917;7.3;19510101;99991231;
Kavel B-86 (Rutten);351_N;Neerslagstation (8-8);0;0;-30;19510101;19531231;
Kerkwerve;737_N;Neerslagstation (8-8);51.67975;3.856972;-1.5;18780401;99991231;
Kessel-Eik;983_N;Neerslag station (8-8);51.288889;6.028861;26.4;20130401;99991231;
Kesteren;587_N;Neerslagstation (8-8);0;0;67;19510101;19570531;
Klazienaveen;349_N;Neerslagstation (8-8);52.706778;7.003139;17.5;19510101;99991231;
Kleine Brogel;6479_G;Grensstation;51.166667;5.466667;9999;19510101;20130501;
Kloosterzande;764_N;Neerslagstation (8-8);51.382333;4.028417;1.28;19530301;99991231;
Klundert;841_N;Neerslagstation (8-8);51.665;4.525333;1;19510101;99991231;
Koedijk;245_N;Neerslagstation (8-8);52.65;4.75;9999;19510101;19540630;
Kolhorn;252_N;Neerslagstation (8-8);52.790722;4.892194;-1.3;19510101;99991231;
Kollum;77_N;Neerslagstation (8-8);53.277333;6.140028;1.1;19510101;99991231;
Kootwijk;555_N;Neerslagstation (8-8);52.166667;5.783333;9999;19510101;19550531;
Kootwijk radio;567_N;Neerslagstation (8-8);52.174167;5.828278;44;19510101;99991231;
Kootwijk radio;421_Z;Zonneschijn;52.175556;5.823889;392;19510101;19931210;
Kornwederzand;266_H;hoofd station/AWS/SHIP KORNWERDERZAND;53.070278;5.337778;30;19861101;19910603;
Kornwerderzand;76_N;Neerslagstation (8-8);53.071028;5.339139;3.9;19510101;99991231;
Kornwerderzand;135_H;Termijnstation;53.070278;5.338333;30;19730101;19920930;
Kortgene;755_N;Neerslagstation (8-8);51.563694;3.821444;.53;19510101;99991231;
Krabbendijke;747_N;Neerslagstation (8-8);51.442417;4.095472;1.8;19510101;99991231;
Kraggenburg;346_N;Neerslagstation (8-8);52.670833;5.931389;5;19510101;19960102;
Kreileroord;240_N;Neerslagstation (8-8);52.863861;5.096611;-3.1;19510101;99991231;
Krimpen aan de Lek;483_N;Neerslagstation (8-8);51.895389;4.615722;-1.7;20090501;99991231;
Kuinre;356_N;Neerslagstation (8-8);52.784917;5.841528;-.73;19510101;99991231;
Laaghalen;323_N;Neerslagstation (8-8);52.9195;6.529194;15.64;19950601;99991231;
Lage licht;330_W_b;Windwaarnemingen (metadata nog verifieren!!!);51.991111;4.121667;11.9;20130101;99991231;
Lage Zwaluwe;826_N;Neerslagstation (8-8);51.7;4.65;9999;19510101;19530120;
Laren;593_N;Neerslagstation (8-8);52.246056;5.227278;4.6;19510101;99991231;
