stationName;KISID;typeStation;lat;lon;altitude;startDate;endDate;locationCode
Stramproy;970_N;Neerslagstation (8-8);51.188083;5.717972;31.77;19510101;99991231;
Strijen;455_N;Neerslagstation (8-8);51.762417;4.58325;-1.49;19320101;99991231;
Swifterbant;365_N;Neerslagstation (8-8);52.554722;5.642889;-4.3;19630101;99991231;
Ten Boer;165_N;Neerslagstation (8-8);0;0;-6;19530501;19720831;
Ter Apel;144_N;Neerslagstation (8-8);52.871639;7.064861;10.84;18910901;99991231;
Ternaard;91_N;Neerslagstation (8-8);53.377;5.974222;1.68;19600101;99991231;
Ternaard;161_H;Termijnstation;53.390556;5.975;9999;19730101;19911231;
Terneuzen;742_N;Neerslagstation (8-8);51.305639;3.862222;1.84;19510101;99991231;
Terschelling;250_H;hoofd station/AWS/SHIP TERSCHELLING;53.360278;5.147222;314;19710101;19940731;
Terschelling;250_V;visuele waarnemingen TERSCHELLING;53.360278;5.2125;314;19710101;19940731;
Terschelling;250_Z;Zonneschijn;0;0;9999;19930101;19940131;
Teststation;997_H;teststation;52;5;0;20151201;99991231;
Teststation neerslag (8-8);999_N;Teststation neerslag (8-8);53;5;0;19010101;99991231;
Texelhors;229_H;Windmeetpaal;52.995;4.72;1;19710101;20140107;
Texelhors;229_W_a;Windwaarnemingen;52.998056;4.7125;100;20020101;20140107;a;
Tholen;757_N;Neerslagstation (8-8);51.529278;4.218694;-1.36;19510101;99991231;
Tholen;331_H;Windmeetpaal;51.478611;4.1925;0;19810101;99991231;
Tholen;331_W_a;Windwaarnemingen;51.478611;4.1925;0;20030101;99991231;a;
Tiel;562_N;Neerslagstation (8-8);51.930417;5.444167;3.9;19510101;99991231;
Tilburg;827_N;Neerslagstation (8-8);51.562333;5.126389;11.1;19510101;99991231;
Tollebeek;344_N;Neerslagstation (8-8);52.671444;5.628056;-1.94;19760101;99991231;
Tollebeek;431_Z;Zonneschijn;51.515556;4.129444;-14;19510101;19920930;
Tubbergen;361_N;Neerslagstation (8-8);52.400917;6.778639;22.6;19610101;99991231;
Twenthe;290_H;AWS;52.273056;6.890833;34.8;19510101;99991231;
Twenthe;290_V;AWS;52.273056;6.890833;34.8;19510101;99991231;
Twenthe;290_L;luchtvaart station Twenthe;52.273056;6.890833;34.8;19510101;19941014;
Twenthe;670_N;Neerslagstation (8-8);52.256417;6.909611;43.09;19510101;99991231;
Twenthe;290_C_a;Wolkenwaarnemingen;52.273056;6.890833;34.8;17000101;99991231;a;
Twenthe locatie 06t;290_W_06t;Windwaarnemingen;52.273056;6.890833;34.8;20050421;20150302;06t;
Twenthe locatie 24t;290_A_24t;Luchtdruk- en weerwaarnemingen;52.273056;6.890833;34.8;20091201;99991231;24t;
Twenthe locatie 24t;290_R_obs24t;Neerslagwaarnemingen;52.273056;6.890833;34.8;20050421;99991231;obs24t;
Twenthe locatie 24t;290_S_obs24t;Straling/zonneschijn;52.273056;6.890833;34.8;20050421;99991231;obs24t;
Twenthe locatie 24t;290_T_24t;Temperatuurwaarnemingen;52.273056;6.890833;34.8;20060101;20150302;24t;
Twenthe locatie 24t;290_W_24t;Windwaarnemingen;52.273056;6.890833;34.8;20050421;20150302;24t;
Twenthe locatie A;290_A_a;Luchtdruk- en weerwaarnemingen;52.273056;6.890833;34.8;20090408;99991231;a;
Twenthe locatie A;290_R_a;Neerslagwaarnemingen;52.273056;6.890833;34.8;20050504;99991231;a;
Twenthe locatie A;290_S_a;Straling/zonneschijn;52.273056;6.890833;34.8;20030101;99991231;a;
Twenthe locatie A;290_T_a;Temperatuurwaarnemingen;52.273056;6.890833;34.8;20060101;99991231;a;
Twenthe locatie A;290_W_a;Windwaarnemingen;52.273056;6.890833;34.8;20050504;99991231;a;
Twenthe locatie obs06t;290_A_obs06t;Luchtdruk- en weerwaarnemingen;52.273056;6.890833;34.8;20091201;99991231;obs06t;
Twenthe locatie obs06t;290_T_obs06t;Temperatuurwaarnemingen;52.273056;6.890833;34.8;20060101;20150302;obs06t;
Twenthe locatie obs06t;290_W_obs06t;Windwaarnemingen;52.273056;6.890833;34.8;20050421;20150302;obs06t;
Twenthe locatie obs24t;290_A_obs24t;Luchtdruk- en weerwaarnemingen;52.273056;6.890833;34.8;20091201;99991231;obs24t;
Twenthe locatie obs24t;290_T_obs24t;Temperatuurwaarnemingen;52.273056;6.890833;34.8;20060101;20150302;obs24t;
Ubachsberg;962_N;Neerslagstation (8-8);50.852333;5.914194;171.9;19521101;99991231;
Uithuizen;150_N;Neerslagstation (8-8);53.408167;6.654167;1.51;19510101;99991231;
Uithuizermeeden;167_N;Neerslagstation (8-8);0;0;12;19540301;19560531;
Ulestraten;401_Z;Zonneschijn;50.9;5.795;9999;19510101;19841231;
Ulrum;157_N;Neerslagstation (8-8);53.388889;6.306111;13;19510101;19960102;
Urk;307_N;Neerslagstation (8-8);52.666667;5.6;9999;19970110;17000101;
Urk;347_N;Neerslagstation (8-8);52.658333;5.603333;9999;19510101;19840630;
Urk;147_H;Termijnstation;52.658333;5.611111;9999;19730101;19911231;
Urk;430_Z;Zonneschijn;52.67;5.622222;9999;19510101;19840831;
Utrecht;540_N;Neerslagstation (8-8);52.083333;5.133333;9999;18490101;19590731;
Vaals;968_N;Neerslagstation (8-8);50.776167;5.977611;199.03;19510101;99991231;
Vaassen;510_N;Neerslagstation (8-8);52.279556;5.968917;13.8;19660101;99991231;
Valkenburg;474_N;Neerslagstation (8-8);52.168444;4.43525;.1;19710101;99991231;
Valkenburg;210_Z;Zonneschijn;52.170278;4.429444;-.2;19930101;19940131;
Valkenburg (1);210_1;radiosonde TEMPA Valkenburg;52.170278;4.429444;-.2;20020630;20160503;
Valkenburg (2);210_2;radiosonde TEMPB VALKENBURG;52.170278;4.429444;-.2;20020630;20160503;
Valkenburg (3);210_3;radiosonde TEMPC VALKENBURG;52.170278;4.429444;-.2;20020630;20160503;
Valkenburg (4);210_4;radiosonde TEMPD VALKENBURG;52.170278;4.429444;-.2;20020630;20160503;
VALKENBURG (A - obs);210_A_obs;weer algemeen 10 min wrn, VALKENBURG - obs;52.170278;4.429444;-.2;20020101;20160503;obs;
VALKENBURG (C - obs);210_C_obs;bewolking 10 min wrn VALKENBURG - obs;52.170278;4.429444;-.2;20020101;20150316;obs;
Valkenburg (L);963_N;Neerslagstation (8-8);50.855722;5.840028;79;19510101;99991231;
VALKENBURG (R - obs);210_R_obs;neerslag 10 min wrn VALKENBURG - obs;52.170278;4.429444;-.2;20020101;20160503;obs;
VALKENBURG (S - obs);210_S_obs;straling/zon 10 min wrn VALKENBURG - obs;52.170278;4.429444;-.2;20020101;20160503;obs;
VALKENBURG (T - obs);210_T_obs;temperatuur 10 min wrn VALKENBURG - obs;52.170278;4.429444;-.2;20020101;20160503;obs;
VALKENBURG (W - obs);210_W_obs;wind 10 min wrn VALKENBURG - obs;52.170278;4.429444;-.2;20020101;20160503;obs;
Valkenburg ZH;210_H;AWS;52.170278;4.429444;-.2;19510101;20160504;
Valkenburg ZH;210_V;AWS;52.170278;4.429444;-.2;19510101;20150316;
Valkenburg ZH;210_C_obs;Wolkenwaarnemingen;52.170278;4.429444;-.2;17000101;20150316;obs;
Valkenburg ZH waarneemterrein;210_R_a;Neerslagwaarnemingen;52.170278;4.429444;-.2;20020101;20160503;a;
Valkenburg ZH waarneemterrein;210_S_a;Straling/zonneschijn;52.170278;4.429444;-.2;20020101;20160503;a;
Valkenburg ZH waarneemterrein;210_T_a;Temperatuurwaarnemingen;52.170278;4.429444;-.2;20020101;20160503;a;
Valkenburg ZH waarneemterrein;210_W_a;Windwaarnemingen;52.170278;4.429444;-.2;20020101;20160503;a;
Valkenburg ZH waarneemterrein;210_C_a;Wolkenwaarnemingen;52.170278;4.429444;-.2;20020101;20150316;a;
Valkenburg ZH, waarneemterrein;210_A_a;Luchtdruk- en weerwaarnemingen;52.170278;4.429444;-.2;20020101;20160503;a;
Varsseveld;647_N;Neerslagstation (8-8);51.946389;6.455278;9999;19970110;17000101;
Veendam;147_N;Neerslagstation (8-8);53.093333;6.864083;1.55;19510101;99991231;
Veenendaal;579_N;Neerslagstation (8-8);52.026667;5.589917;6.4;19510101;99991231;
Veenhuizen DR;160_N;Neerslagstation (8-8);53.050056;6.393222;8;19510101;99991231;
Veldhoven;886_N;Neerslagstation (8-8);51.414444;5.416389;9999;19970110;17000101;
Velp;544_N;Neerslagstation (8-8);51.983333;5.983333;9999;18670301;19540520;
Velsen;254_N;Neerslagstation (8-8);52.462222;4.6525;-19;19610101;19960102;
Velsen;231_N;Neerslagstation (8-8);0;0;30;19510101;19690228;
Venlo;897_N;Neerslagstation (8-8);51.337806;6.184528;45.47;19510101;99991231;
Venlo;148_H;Termijnstation;51.355833;6.191111;300;19730101;19910401;
Venray;921_N;Neerslagstation (8-8);51.514694;5.994194;22.72;19720101;99991231;
Venray (oud);898_N;Neerslagstation (8-8);51.533333;5.8;9999;19510101;19720711;
Vilsteren;342_N;Neerslagstation (8-8);52.512694;6.353639;5.2;19510101;99991231;
Vlaardingen;414_N;Neerslagstation (8-8);51.9;4.333333;9999;19510101;19530531;
Vlagtwedde;156_N;Neerslagstation (8-8);53.033639;7.108722;3.1;19510101;99991231;
Vlakte van de Raan;313_H;Windmeetpaal;51.503611;3.241944;0;19970131;99991231;
Vlakte van de Raan;313_W_a;Windwaarnemingen;51.503611;3.241944;0;20090929;99991231;a;
Vleuten;559_N;Neerslagstation (8-8);52.089694;5.001722;.2;19510101;99991231;
Vlieland;242_V;AWS;53.24;4.920833;10.8;19960101;99991231;
Vlieland;242_H;AWS;53.24;4.920833;10.8;19801001;99991231;
Vlieland;24_N;Neerslagstation (8-8);53.253194;4.940306;4.75;19560101;99991231;
Vlieland;242_C_a;Wolkenwaarnemingen;53.24;4.920833;10.8;17000101;99991231;a;
Vlieland backup;99242_H;AWS;53.24;4.920833;10.8;20170501;99991231;
Vlieland locatie A;242_A_a;Luchtdruk- en weerwaarnemingen;53.24;4.920833;10.8;20091201;99991231;a;
Vlieland locatie A;242_R_a;Neerslagwaarnemingen;53.24;4.920833;10.8;20070403;99991231;a;
Vlieland locatie A;242_T_a;Temperatuurwaarnemingen;53.24;4.920833;10.8;20060101;99991231;a;
Vlieland locatie A;242_W_a;Windwaarnemingen;53.24;4.920833;10.8;20041111;99991231;a;
Vlieland locatie present weather sensor;242_A_pres;Luchtdruk- en weerwaarnemingen;53.24;4.920833;10.8;20091201;99991231;pres;
Vlieland locatie present weather sensor;242_T_pres;Temperatuurwaarnemingen;53.24;4.920833;10.8;20091201;20150302;pres;
Vlieland locatie present weather sensor;242_W_pres;Windwaarnemingen;53.24;4.920833;10.8;20091201;99991231;pres;
Vlieland locatie wind;242_W_wind;Windwaarnemingen;53.24;4.920833;10.8;20041111;99991231;wind;
Vlieland waarneemterrein;242_A_obs;Luchtdruk- en weerwaarnemingen;53.24;4.920833;10.8;20091201;99991231;obs;
Vlieland waarneemterrein;242_T_obs;Temperatuurwaarnemingen;53.24;4.920833;10.8;20060101;99991231;obs;
Vlieland waarneemterrein;242_W_obs;Windwaarnemingen;53.24;4.920833;10.8;20041111;99991231;obs;
Vlissingen;310_H;AWS;51.441389;3.595833;8;19060101;99991231;
Vlissingen;310_V;AWS;51.441389;3.595833;8;19060101;99991231;
Vlissingen;310_B;Bodemtemperaturen;51.441389;3.595833;8;19510101;19920108;
Vlissingen;733_N;Neerslagstation (8-8);51.458583;3.612306;1.15;18550101;19950101;
Vlissingen;310_R_a;Neerslagwaarnemingen;51.441389;3.595833;8;20020101;99991231;a;
Vlissingen;310_T_a;Temperatuurwaarnemingen;51.441389;3.595833;8;20020101;99991231;a;
Vlissingen;310_C_a;Wolkenwaarnemingen;51.441389;3.595833;8;20020101;99991231;a;
Vlissingen;310_Z;Zonneschijn;51.441389;3.595833;8;19930101;19940131;
Vlissingen locatie A;310_A_a;Luchtdruk- en weerwaarnemingen;51.441389;3.595833;8;20020101;99991231;a;
Vlissingen locatie A;310_S_a;Straling/zonneschijn;51.441389;3.595833;8;20020101;99991231;a;
Vlissingen locatie A;310_W_a;Windwaarnemingen;51.441389;3.595833;8;20020101;99991231;a;
Vlissingen locatie B;310_T_b;temperatuur 10 min wrn Vlissingen locatie B;51.441389;3.595833;8;20130412;99991231;b;
Vlissingen locatie B;310_W_b;Windwaarnemingen;51.441389;3.595833;8;20091201;99991231;b;
Vlissingen, locatie B;310_T_b;Temperatuurwaarnemingen;51.441389;3.595833;8;20091201;20130411;b;
Volkel;375_V;AWS;51.658333;5.706667;22;19510201;99991231;
Volkel;375_H;AWS;51.658611;5.706667;22;19510201;99991231;
Volkel;920_N;Neerslagstation (8-8);51.642333;5.697306;21.5;19710101;99991231;
Volkel;375_C_a;Wolkenwaarnemingen;51.658333;5.706667;22;17000101;99991231;a;
Volkel backup;99375_H;AWS;51.658333;5.706667;22;20170501;99991231;
Volkel locatie 06Lt;375_W_06Lt;Windwaarnemingen;51.658333;5.706667;22;20041110;99991231;06Lt;
Volkel locatie 24Rt;375_A_24Rt;Luchtdruk- en weerwaarnemingen;51.658333;5.706667;22;20091201;99991231;24Rt;
Volkel locatie 24Rt;375_T_24Rt;Temperatuurwaarnemingen;51.658333;5.706667;22;20060101;99991231;24Rt;
Volkel locatie 24Rt;375_W_24Rt;Windwaarnemingen;51.658333;5.706667;22;20041110;99991231;24Rt;
Volkel locatie A;375_A_a;Luchtdruk- en weerwaarnemingen;51.658333;5.706667;22;20091201;99991231;a;
Volkel locatie A;375_R_a;Neerslagwaarnemingen;51.658333;5.706667;22;20041111;99991231;a;
Volkel locatie A;375_S_a;Straling/zonneschijn;51.658333;5.706667;22;20030101;99991231;a;
Volkel locatie A;375_T_a;Temperatuurwaarnemingen;51.658333;5.706667;22;20060101;99991231;a;
Volkel locatie A;375_W_a;Windwaarnemingen;51.658333;5.706667;22;20041110;99991231;a;
Volkel locatie obs06Lt;375_A_obs06Lt;Luchtdruk- en weerwaarnemingen;51.658333;5.706667;22;20091201;99991231;obs06Lt;
Volkel locatie obs06Lt;375_T_obs06Lt;Temperatuurwaarnemingen;51.658333;5.706667;22;20060101;99991231;obs06Lt;
Volkel locatie obs06Lt;375_W_obs06Lt;Windwaarnemingen;51.658333;5.706667;22;20041110;99991231;obs06Lt;
Volkel locatie obs24Rt;375_A_obs24Rt;Luchtdruk- en weerwaarnemingen;51.658333;5.706667;22;20091201;99991231;obs24Rt;
Volkel locatie obs24Rt;375_R_obs24Rt;Neerslagwaarnemingen;51.658333;5.706667;22;20050421;99991231;obs24Rt;
Volkel locatie obs24Rt;375_S_obs24Rt;Straling/zonneschijn;51.658333;5.706667;22;20050421;99991231;obs24Rt;
Volkel locatie obs24Rt;375_T_obs24Rt;Temperatuurwaarnemingen;51.658333;5.706667;22;20060101;99991231;obs24Rt;
Volkel locatie obs24Rt;375_W_obs24Rt;Windwaarnemingen;51.658333;5.706667;22;20091201;20150302;obs24Rt;
Voorschoten;215_V;AWS;52.139722;4.436389;-1.1;20140715;99991231;
Voorschoten;215_H;AWS;52.139722;4.436389;-1.1;20140715;99991231;
Voorschoten;427_N;Neerslagstation (8-8);52.116667;4.45;9999;19510101;19530531;
Voorschoten;481_N;Neerslagstation (8-8);52.132111;4.425361;-1;20040410;99991231;
VOORSCHOTEN (A - obs);215_A_obs;weer algemeen 10 min wrn VOORSCHOTEN - obs;52.139722;4.436389;-1.1;20140715;99991231;obs;
VOORSCHOTEN (C - obs);215_C_obs;bewolking 10 min wrn VOORSCHOTEN - obs;52.139722;4.436389;-1.1;20140715;99991231;obs;
VOORSCHOTEN (R - obs);215_R_obs;neerslag 10 min wrn VOORSCHOTEN - obs;52.139722;4.436389;-1.1;20140715;99991231;obs;
VOORSCHOTEN (S - obs);215_S_obs;straling/zon 10 min wrn VOORSCHOTEN - obs;52.139722;4.436389;-1.1;20140715;99991231;obs;
VOORSCHOTEN (T - obs);215_T_obs;temperatuur 10 min wrn VOORSCHOTEN - obs;52.139722;4.436389;-1.1;20140715;99991231;obs;
VOORSCHOTEN (W - obs);215_W_obs;wind 10 min wrn VOORSCHOTEN - obs;52.139722;4.436389;-1.1;20140715;99991231;obs;
Voorschoten anemometer en windvaan;215_W_a;Windwaarnemingen;52.139722;4.436389;-1.1;20140715;99991231;
Voorschoten barometer en PW-sensor;215_A_a;Luchtdruk- en weerwaarnemingen;52.139722;4.436389;-1.1;20140715;99991231;
Voorschoten ceilometer;215_C_a;Wolkenwaarnemingen;52.139722;4.436389;-1.1;20140715;99991231;
Voorschoten neerslagmeter en PW-sensor;215_R_a;Neerslagmetingen;52.139722;4.436389;-1.1;20140715;99991231;
Voorschoten stralingsmeter;215_S_a;Straling/zonneschijn;52.139722;4.436389;-1.1;20140715;99991231;
Voorschoten thermometer en hygrometer;215_T_a;Temperatuurwaarnemingen;52.139722;4.436389;-1.1;20140715;99991231;
Voorthuizen;565_N;Neerslagstation (8-8);52.180436;5.612708;13.7;19510101;99991231;
Vroomshoop;345_N;Neerslagstation (8-8);52.469583;6.569722;8.2;19510101;99991231;
Vrouwenpolder;751_N;Neerslagstation (8-8);51.587056;3.58375;16.2;19510101;99991231;
Vught;884_N;Neerslagstation (8-8);51.658889;5.308056;9999;19970110;17000101;
Waalre;926_N;Neerslagstation (8-8);51.368083;5.437889;21.39;20110101;99991231;
Waalwijk;818_N;Neerslagstation (8-8);51.695556;5.069444;9999;19970110;17000101;
Waarland NH;220_N;Neerslagstation (8-8);0;0;-12;19510101;19530331;
Wageningen;545_N;Neerslagstation (8-8);0;0;400;19510101;19541130;
Wageningen;577_N;Neerslagstation (8-8);0;0;68;19510101;19630430;
Wageningen (Haarweg);37_H;hoofd station/AWS/SHIP WAGENINGEN (HAARWEG);51.976111;5.675;20;19710101;19921231;
Wageningen Haarweg;575_N;Neerslagstation (8-8);51.976111;5.675;20;19630101;19930102;
Wageningen PD;583_N;Neerslagstation (8-8);51.989917;5.654944;8.6;19510101;99991231;
Wapenveld;329_N;Neerslagstation (8-8);52.419778;6.081167;3.5;19510101;99991231;
Warffum;142_N;Neerslagstation (8-8);53.395472;6.556472;1.15;19510101;99991231;
Warnsveld;657_N;Neerslagstation (8-8);52.15;6.233333;9999;19970110;17000101;
Wassenaar;466_N;Neerslagstation (8-8);52.1475;4.393333;5;19510101;20040501;
Wassenaar-west;452_N;Neerslagstation (8-8);52.1475;4.393333;9999;19510101;19551231;
Weerselo;675_N;Neerslagstation (8-8);52.353639;6.867167;19.4;19510101;99991231;
Weert;964_N;Neerslagstation (8-8);51.277028;5.70825;31.81;19510101;99991231;
Weesp;563_N;Neerslagstation (8-8);52.303639;5.03625;-1.5;19510101;99991231;
Wemeldinge;718_N;Neerslagstation (8-8);51.5175;3.985556;9999;19970110;17000101;
Werkendam;819_N;Neerslagstation (8-8);51.808056;4.894444;9999;19970110;17000101;
West Beemster;251_N;Neerslagstation (8-8);52.579667;4.901722;-3.1;19510101;99991231;
West Terschelling;11_N;Neerslagstation (8-8);53.367139;5.217778;7;18760101;99991231;
West-Souburg;10_H;NA;51.123456;5;8.123456;19470816;19580430;
Westdorpe;319_H;AWS;51.224722;3.861111;1.7;19910625;99991231;
Westdorpe;319_V;AWS;51.224722;3.861111;1.7;20081010;20140106;
Westdorpe;319_A_a;Luchtdruk- en weerwaarnemingen;51.224722;3.861111;1.7;20080710;99991231;a;
Westdorpe;770_N;Neerslagstation (8-8);51.218389;3.862611;2;19950601;99991231;
Westdorpe;319_R_a;Neerslagwaarnemingen;51.224722;3.861111;1.7;20020101;99991231;a;
Westdorpe;319_S_a;Straling/zonneschijn;51.224722;3.861111;1.7;20020101;99991231;a;
Westdorpe;319_T_a;Temperatuurwaarnemingen;51.224722;3.861111;1.7;20020101;99991231;a;
Westdorpe;319_W_a;Windwaarnemingen;51.224722;3.861111;1.7;20020101;99991231;a;
Westdorpe;319_C_a;Wolkenwaarnemingen;51.224722;3.861111;1.7;20080710;99991231;a;
Westerschouwen;719_N;Neerslagstation (8-8);51.675;3.723333;9999;19970110;17000101;
Westfriesesluis;213_N;Neerslagstation (8-8);52.766667;4.916667;9999;19510101;19530210;
Westkapelle;746_N;Neerslagstation (8-8);51.533028;3.442306;3.04;19510101;99991231;
Wieringen;216_N;Neerslagstation (8-8);0;0;-20;19500221;19981231;
Wieringerwerf;237_N;Neerslagstation (8-8);52.858611;5.045278;9999;19510101;19530210;
Wieringerwerf;438_Z;Zonneschijn;52.805278;5.051944;-45;19510101;19920930;
Wierum;88_N;Neerslagstation (8-8);0;0;9;19520401;19600630;
Wijdenes;248_H;Windmeetpaal;52.6325;5.173611;.8;19940715;99991231;
Wijdenes;248_W_a;Windwaarnemingen;52.6325;5.173611;.8;20020101;99991231;a;
Wijk aan zee;257_H;AWS;52.505278;4.603056;8.5;20010430;99991231;
Wijk aan Zee;226_N;Neerslagstation (8-8);52.473778;4.597222;5.6;19510101;99991231;
Wijk aan Zee;257_R_a;Neerslagwaarnemingen;52.505278;4.603056;8.5;20020101;99991231;a;
Wijk aan Zee;257_S_a;Straling/zonneschijn;52.505278;4.603056;8.5;20020101;99991231;a;
Wijk aan Zee;257_T_a;Temperatuurwaarnemingen;52.505278;4.603056;8.5;20020101;99991231;a;
Wijk bij Duurstede;523_N;Neerslagstation (8-8);51.988194;5.300139;4;19610101;99991231;
Wijster;305_N;Neerslagstation (8-8);52.8;6.5;9999;19970110;17000101;
Wilhelminadorp;323_H;AWS;51.533333;3.9;1.65;19891102;20140107;
Wilhelminadorp;323_V;AWS;51.527222;3.884167;14;20071211;20140107;
Wilhelminadorp;323_B_a;Bodemtemperaturen;51.530278;3.894167;14;20020101;20140107;a;
Wilhelminadorp;17_B;Bodemtemperaturen;51.529167;3.891667;7;19830111;19901231;
Wilhelminadorp;323_B;Bodemtemperaturen;51.527222;3.884167;14;19891107;20140107;
Wilhelminadorp;323_A_a;Luchtdruk- en weerwaarnemingen;52;4;5;17000101;20140107;a;
Wilhelminadorp;749_N;Neerslagstation (8-8);51.530306;3.893917;1.8;19510101;99991231;
Wilhelminadorp;323_R_a;Neerslagwaarnemingen;51.530278;3.894167;14;20020101;20140107;a;
Wilhelminadorp;323_S_a;Straling/zonneschijn;51.530278;3.894167;14;20020101;20140107;a;
Wilhelminadorp;323_T_a;Temperatuurwaarnemingen;51.530278;3.894167;14;20020101;20140107;a;
Wilhelminadorp;17_H;Termijnstation;51.529167;3.892222;7;19710101;19920930;
Wilhelminadorp;323_W_a;Windwaarnemingen;51.530278;3.894167;14;20020101;20140107;a;
Wilhelminadorp;323_C_a;Wolkenwaarnemingen;52;4;5;17000101;20140107;a;
Willemstad;842_N;Neerslagstation (8-8);0;0;-8;19511001;19540120;
Winschoten;153_N;Neerslagstation (8-8);53.132778;7.045889;0;19510101;99991231;
Winterswijk;20_H;Termijnstation;51.968611;6.700556;341;19710101;19901231;
Winterswijk;433_Z;Zonneschijn;51.968611;6.700556;341;19510101;19931210;
Winterswijk Sibinkweg;666_N;Neerslagstation (8-8);51.9625;6.679222;28.8;18800701;99991231;
Wissekerke;13_H;Termijnstation;0;0;9999;19710101;19731231;
Wissekerke ZLD;768_N;Neerslagstation (8-8);51.587222;3.749722;9999;19610110;19740102;
Witmarsum;71_N;Neerslagstation (8-8);53.112222;6.101944;9999;19510101;19530430;
Witteveen;357_N;Neerslagstation (8-8);52.783333;6.354167;9999;19510101;19601231;
Woensdrecht;340_V;AWS;51.447778;4.341944;19.2;19930401;99991231;
Woensdrecht;340_H;AWS;51.447778;4.341944;19.2;19930401;99991231;
Woensdrecht;340_C_a;Wolkenwaarnemingen;51.447778;4.341944;19.2;17000101;99991231;a;
Woensdrecht backup;99340_H;AWS;51.447778;4.341944;19.2;20170501;99991231;
Woensdrecht locatie 07t;340_W_07t;Windwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;07t;
Woensdrecht locatie 25t;340_A_25t;Luchtdruk- en weerwaarnemingen;51.447778;4.341944;19.2;20091201;99991231;25t;
Woensdrecht locatie 25t;340_T_25t;Temperatuurwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;25t;
Woensdrecht locatie 25t;340_W_25t;Windwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;25t;
Woensdrecht locatie A;340_A_a;Luchtdruk- en weerwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;a;
Woensdrecht locatie A;340_R_a;Neerslagwaarnemingen;51.447778;4.341944;19.2;20070403;99991231;a;
Woensdrecht locatie A;340_T_a;Temperatuurwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;a;
Woensdrecht locatie A;340_W_a;Windwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;a;
Woensdrecht locatie obs07t;340_A_obs07t;Luchtdruk- en weerwaarnemingen;51.447778;4.341944;19.2;20091201;99991231;obs07t;
Woensdrecht locatie obs07t;340_T_obs07t;Temperatuurwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;obs07t;
Woensdrecht locatie obs07t;340_W_obs07t;Windwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;obs07t;
Woensdrecht locatie obs25t;340_A_obs25t;Luchtdruk- en weerwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;obs25t;
Woensdrecht locatie obs25t;340_T_obs25t;Temperatuurwaarnemingen;51.447778;4.341944;19.2;20040524;99991231;obs25t;
Wolphaartsdijk;758_N;Neerslagstation (8-8);51.529472;3.755778;.6;19510101;99991231;
Woltersum;135_N;Neerslagstation (8-8);53.271861;6.732111;.2;19510101;99991231;
Woold;686_N;Neerslagstation (8-8);51.919944;6.738222;48.5;19800101;99991231;
Wormer;248_N;Neerslagstation (8-8);0;0;-34;19510101;19540630;
Woudenberg;546_N;Neerslagstation (8-8);52.082778;5.457611;4;19510101;99991231;
Ypenburg;200_H;Waarneemstation;52.041111;4.355;9999;19710101;19820201;
Ypenburg;200_V;Waarneemstation visuele waarnemingen;52.041111;4.355;9999;19710101;19820201;
Zaandam;195_N;Neerslagstation (8-8);52.425278;4.871667;9999;19740101;19960102;
Zaandam (Hembrug);233_N;Neerslagstation (8-8);52.436111;4.803083;-1.4;19510101;99991231;
Zaandijk;230_N;Neerslagstation (8-8);52.481222;4.808861;.8;19510101;99991231;
Zaltbommel;917_N;Neerslagstation (8-8);51.810219;5.240028;2.9;19510101;99991231;
Zandvoort;229_N;Neerslagstation (8-8);52.347583;4.513472;8.8;19320101;99991231;
Zeerijp;164_N;Neerslagstation (8-8);53.348383;6.75625;.1;19510101;99991231;
Zeewolde;371_N;Neerslagstation (8-8);52.38975;5.366167;-4.87;19900101;99991231;
Zeewolde Schillinkweg;372_N;Neerslagstation (8-8);52.302861;5.42175;-3.7;19901001;99991231;
Zegveld;470_N;Neerslagstation (8-8);52.12;4.8425;-3;19320101;99991231;
Zeijen;149_N;Neerslagstation (8-8);53.0525;6.543611;101;19510101;19960102;
Zetten;589_N;Neerslagstation (8-8);51.937778;5.705722;7.8;19531101;99991231;
Zevenhuizen GR;131_N;Neerslagstation (8-8);0;0;35;19970110;19981231;
Zierikzee;325_H;hoofd station/AWS/SHIP ZIERIKZEE;51.654444;3.930556;-40;19710101;19880430;
Zierikzee;710_N;Neerslagstation (8-8);51.655278;3.916111;-40;19560101;19880430;
Zierikzee;325_V;visuele waarnemingen Zierikzee;51.654444;3.930556;-40;19710101;19870618;
Zoetermeer;426_N;Neerslagstation (8-8);52.067;4.526;-3.1;19940201;99991231;
Zoutkamp;145_N;Neerslagstation (8-8);53.331333;6.281444;1.1;19510101;99991231;
Zuidbarge;295_N;Neerslagstation (8-8);52.756944;6.903333;9999;18981101;19180131;
Zuidbroek;128_N;Neerslagstation (8-8);0;0;10;19970110;19981231;
Zundert;829_N;Neerslagstation (8-8);51.471389;4.674861;7.6;19510101;99991231;
